,trend,total_volume,social_buzz,retail_distribution
771,patent booties,2310.0,0,254
772,chiffon romper,8150.0,1,152
773,quilted flats,6030.0,0,417
774,silver tone earrings,3100.0,0,7174
775,shattered glass nail,2360.0,2,1
776,rose gold tone earrings,2750.0,0,1114
777,31 hour bag,4350.0,1,19
778,bedhead hair,4520.0,4,65
779,jersey gown,6810.0,24,1064
780,strappy jumpsuit,6570.0,10,227
781,eyelet skirt,13130.0,20,445
782,bohemian print,6050.0,6,1260
783,phillip lim coat,2360.0,0,66
784,leather bag charm,3490.0,0,2773
785,leopard shoulder bag,3280.0,1,436
786,metallic gown,4380.0,12,676
787,mod skirt,3040.0,0,118
788,classic pants,4370.0,6,3477
789,ruffian manicure,3720.0,1,0
790,mens relaxed fit pants,3140.0,0,1329
791,clear watches,4060.0,0,1229
792,wool jumpsuit,3070.0,2,262
793,mesh pumps,6520.0,3,783
794,scarf print,5820.0,42,5912
795,satin sandals,5530.0,8,3097
796,colorblock jacket,3540.0,4,213
797,bare nails,5250.0,0,74
798,colorblock coat,2420.0,0,67
799,lip treatments,4530.0,62,451
800,mens crossbody bags,5240.0,0,565
801,v neck gown,5860.0,55,1250
802,envelope crossbody bag,4100.0,1,311
803,super slim jeans,3930.0,0,616
804,slim tapered pants,3360.0,0,5902
805,mens rose gold earrings,1870.0,0,12
806,makeup contour brush,2520.0,0,896
807,short sleeve romper,13470.0,5,466
808,logo bag,5310.0,7,31667
809,snakeskin sandals,18190.0,5,1682
810,boyfriend pullover,2330.0,0,50
811,sleeveless romper,8760.0,21,1090
812,long length leggings,2720.0,0,47
813,suede bracelet,4980.0,7,293
814,python sneakers,5120.0,7,173
815,printed bag,4670.0,11,14758
816,mid rise pants,3530.0,0,48097
817,wedge sneaker shoes,19590.0,0,461
818,woven boots,2570.0,2,707
819,waxed cotton coat,2770.0,0,30
820,prism awards,8480.0,0,11
821,round watch,4700.0,11,17313
822,reversible watch,4030.0,1,107
823,acrylic hat,3740.0,1,4491
824,convertible tote,6290.0,0,534
825,faux leather shoulder bag,3990.0,3,2599
826,calf hair pumps,3210.0,1,287
827,streetphotography,6660.0,51,0
828,fringe drop earrings,1550.0,4,536
829,crew neck dress,6570.0,8,3364
830,semi rimless,5230.0,4,229
831,mini leather crossbody bag,3640.0,1,1738
832,open front jacket,5940.0,4,4378
833,colorblock bikini,16420.0,12,230
834,orchid dress,8800.0,6,365
835,denim trouser,5730.0,13,6304
836,glitten,3980.0,2310,3
837,gem stud earrings,4200.0,0,655
838,leave in shampoo,6160.0,0,1614
839,mommytobe,7220.0,219,0
840,metal band watch,4150.0,0,4878
841,oiliness,6270.0,15,345
842,hacing,5870.0,91,7
843,neon trainers,9110.0,0,33
844,twill coat,3770.0,8,494
845,halter romper,16880.0,4,254
846,mens clubmaster sunglasses,8480.0,0,135
847,graphic dress,6160.0,3,2005
848,calf hair flats,4420.0,3,366
849,twill leggings,3680.0,12,107
850,tailored clothing,5940.0,4,24426
851,woven sandals,19640.0,14,3366
852,mens tapered pants,4050.0,0,11335
853,linen jumpsuit,11140.0,17,186
854,triangle drop earrings,3070.0,5,338
855,linen tie,12650.0,12,452
856,clay pack,5940.0,2,36
857,petite tee,5090.0,2,1513
858,performance pullover,1800.0,2,95
859,medium wash jeans,5100.0,3,3756
860,round toe flats,6300.0,3,7219
861,acrylic gloves,3320.0,0,304
862,gradient lens,9100.0,5,3456
863,plus size work dress,2720.0,0,222
864,cap sleeve gown,8100.0,3,847
865,tokion,4760.0,14,0
866,zebra sweater,3950.0,0,91
867,zebra skirt,7920.0,0,63
868,dry patches,4640.0,20,8449
869,plus size jean,5380.0,3,1933
870,tassel bag charm,3030.0,4,58
871,animal print bikini,13650.0,0,135
872,crepe jacket,10710.0,4,3490
873,crowsfeet,5410.0,1,2
874,mens wool blend coat,2450.0,0,1774
875,studded tote,5710.0,5,1364
876,mens rimless sunglasses,8170.0,0,285
877,cap toe flats,5980.0,1,1624
878,sunburned lips,27810.0,0,33
879,mens d ring belt,5090.0,0,72
880,underwear thongs,5030.0,1,358
881,open front coat,2180.0,8,784
882,woven shorts,11460.0,6,2220
883,pom bag charm,1340.0,0,22
884,studded shoulder bag,4890.0,2,3063
885,winter whites,2890.0,14,1863
886,georgette blouse,5940.0,4,762
887,victory roll hair,5190.0,0,0
888,east west tote,4140.0,2,225
889,nail brightener,6920.0,0,63
890,suede satchel,4250.0,0,778
891,knit sneakers,3160.0,7,665
892,hip brief,6180.0,0,330
893,mens cotton t shirt,4600.0,0,48893
894,finger waves hair,3690.0,0,71
895,sweater nail,1600.0,0,220
896,nylon diaper bag,5690.0,0,435
897,linen coat,13870.0,21,3043
898,phillip lim dress,10140.0,0,878
899,mens white gold earrings,3780.0,0,42
900,snake print top,8000.0,3,271
901,slide heels,8710.0,0,3650
902,cobalt blue lace dress,7430.0,0,48
903,bubble foam,5940.0,0,169
904,perfume shower gel,3860.0,0,229
905,air cushion foundation,7080.0,0,17
906,embellished gown,6090.0,21,2281
907,high end mascara,2680.0,0,29
908,mens sterling silver watch,4270.0,0,4372
909,jersey pencil skirt,11570.0,0,283
910,perforated booties,8550.0,4,128
911,sampler gift set,1030.0,0,25
912,pompom bag charm,1280.0,0,16
913,foundation cushion,4050.0,3,81
914,mens lace up dress shoes,3950.0,0,584
915,levis tapered jeans,4500.0,0,126
916,houndstooth  top,5780.0,0,457
917,manns chinese theater,3330.0,0,0
918,rubber booties,4140.0,1,1091
919,mini pashli,7720.0,0,174
920,mens straight fit jeans,3960.0,0,5611
921,tassel charm,6110.0,34,711
922,crocodile sneakers,5130.0,0,272
923,mens short sleeve polo,3790.0,0,10662
924,crepe back satin,7150.0,3,716
925,crepe top,9400.0,23,16023
926,mixed media jacket,3920.0,3,153
927,multi row necklace,6420.0,2,488
928,summer leggings,23920.0,0,330
929,crystal pumps,8520.0,10,1128
930,straight jean,4260.0,9,15941
931,knitted bag,10020.0,0,256
932,zip ankle boots,5700.0,1,8404
933,fendi bag charms,4590.0,0,93
934,shearling sneakers,2700.0,0,129
935,cheetah print jacket,4530.0,0,25
936,draped coat,6570.0,20,419
937,suede jeans,5430.0,1,198
938,wide tie,6070.0,2,2512
939,eyebrow cake powder,7820.0,0,16
940,mother of the bride gown,14020.0,0,59
941,leather trenchcoat,6260.0,0,320
942,shower ball,6880.0,0,33
943,charcoal hair,4930.0,1,100
944,lug sole booties,5620.0,0,133
945,how to remove self tanner,22370.0,0,9
946,fashionblogger,8110.0,2240,0
947,oil control paper,9570.0,1,32
948,metallic makeup,6420.0,11,1319
949,faux lashes,6790.0,48,145
950,luxury bed sets,7530.0,0,2249
951,high slit maxi skirt,14270.0,0,147
952,gingham tie,6130.0,3,172
953,midi sheath dress,6590.0,2,493
954,knit jumpsuit,5510.0,12,252
955,stripe pants,10400.0,31,4305
956,jeweled dress,5490.0,9,6661
957,mens print socks,2090.0,0,1104
958,saffiano satchel,3920.0,3,567
959,birdseye suit,7300.0,5,83
960,patent flats,7930.0,2,3741
961,mens cashmere jacket,3320.0,0,193
962,short sleeve jumpsuit,13480.0,3,116
963,lightweight sweaters,8150.0,5,26521
964,orange lace dress,16720.0,1,282
965,flare jean,7910.0,26,4643
966,multi finger ring,5280.0,0,176
967,draped vest,5730.0,2,324
968,mens rubber watch,5460.0,0,2767
969,pastel coat,6860.0,6,64
970,slub knit,11220.0,22,2234
971,pointelle sweater,5750.0,6,721
972,leopard shorts,18840.0,1,181
973,charcoal shampoo,7570.0,3,6
974,mens fashion week,11680.0,2,13
975,turtle neck t shirt,4420.0,0,225
976,fluted skirt,7530.0,17,186
977,instafashion,5900.0,1985,0
978,paddleboard yoga,16640.0,1,3
979,multigrain chips,8560.0,0,0
980,hair garland,19820.0,0,12
981,nylon coat,4600.0,8,1562
982,illusion gown,7520.0,38,1695
983,acetate sunglasses,10240.0,24,7618
984,satin ball gown,7310.0,1,79
985,geometric drop earrings,1770.0,2,501
986,feather gown,5340.0,8,82
987,three quarter length coat,5080.0,0,194
988,cropped coat,3180.0,2,298
989,street skateboarding,9160.0,18,12
990,mens skinny fit jeans,4890.0,0,2730
991,perfume candle,3740.0,11,267
992,final offer,6200.0,1,457
993,bold lips,7560.0,85,541
994,solid leggings,4450.0,2,1778
995,horn bracelet,6150.0,1,351
996,iridescent sneakers,6150.0,3,116
997,slim jean,8720.0,12,6538
998,flap crossbody bag,5950.0,1,4621
999,knit purse,3590.0,0,256
1000,womens super skinny jeans,4760.0,0,3469
1001,straight fit pants,5840.0,0,24270
1002,velvet sneakers,4440.0,0,207
1003,bet hip hop awards,34400.0,0,0
1004,clarifying toner,8400.0,9,178
1005,collar cardigan,4130.0,2,4850
1006,animal print pants,9840.0,1,192
1007,crystal boots,5220.0,1,271
1008,funnel collar coat,2780.0,0,91
1009,cotton romper,11280.0,18,2280
1010,flare leg pants,7760.0,1,4776
1011,bootcut jean,7520.0,6,1299
1012,cascade cardigan,4770.0,2,308
1013,geometric print dress,8710.0,4,959
1014,bob skechers,6870.0,0,388
1015,draped jacket,8980.0,7,1565
1016,shine control,10160.0,5,45
1017,pale grey,9640.0,31,832
1018,toe sandals,22660.0,73,30292
1019,powder foundation for oily skin,11860.0,0,114
1020,studded clutch,9440.0,5,1384
1021,mesh sneakers,11850.0,14,6742
1022,fringe tote,9200.0,22,589
1023,double breasted sweater,5410.0,0,69
1024,mens dog tag necklaces,5850.0,0,464
1025,rocco bag,7880.0,0,115
1026,cutaway collar dress shirt,8740.0,0,383
1027,gunmetal bracelet,5470.0,2,665
1028,statement t shirt,5740.0,3,238
1029,medium tote,16080.0,20,1630
1030,chain handbag,9570.0,17,17320
1031,studded crossbody bag,7700.0,3,1223
1032,silk romper,9840.0,9,423
1033,wire wrapped earrings,8740.0,3,301
1034,chain crossbody bag,7190.0,1,3244
1035,crop turtleneck,5990.0,2,189
1036,knot top,10280.0,24,1089
1037,mens camp shirt,12340.0,2,663
1038,gemstone drop earrings,6180.0,2,2137
1039,12k gold,7300.0,2,2111
1040,saffiano bag,9030.0,5,3366
1041,neoprene bathing suit,11960.0,0,378
1042,mens flat front pants,6250.0,0,4161
1043,suede shoulder bag,9070.0,17,4458
1044,wood sandals,12940.0,3,1302
1045,petite suit,13240.0,0,496
1046,raffia hat,16180.0,16,458
1047,swing tank,28580.0,16,379
1048,mens shearling vest,4050.0,0,11
1049,quilted satchel,5030.0,4,505
1050,cropped bomber jacket,7700.0,3,153
1051,black bean chips,10700.0,0,7
1052,plus size casual dress,9400.0,0,311
1053,fabric watch strap,9280.0,0,141
1054,belt dress,9040.0,7,12141
1055,trumpet gown,10160.0,11,183
1056,palm tree print,10860.0,23,369
1057,mens chain necklaces,4870.0,0,1778
1058,mens pajama shirts,2510.0,0,371
1059,lucite earrings,7190.0,1,296
1060,fur cowl,3070.0,0,45
1061,butterfly glasses,9270.0,0,472
1062,fringe sneakers,4630.0,2,212
1063,shearling bag,4790.0,4,213
1064,solid tie,7640.0,2,1281
1065,funnel coat,4410.0,0,220
1066,ombre gown,8900.0,4,120
1067,laser cut dress,11360.0,14,536
1068,yuca chips,10160.0,0,0
1069,floral clothing,10700.0,0,73833
1070,cotton brief,6120.0,4,2141
1071,madras shorts,22740.0,0,46
1072,armcandy,10960.0,158,4
1073,paisley top,14180.0,15,1810
1074,cheekini panties,4420.0,0,2
1075,cable knit nails,2380.0,0,11
1076,lace clutch,13760.0,1,173
1077,ponte knit leggings,5090.0,0,199
1078,fringe hobo bag,7820.0,3,386
1079,eyebrow cake,5560.0,0,16
1080,medium satchel,4330.0,8,1898
1081,a line mini dress,7630.0,4,4493
1082,mens jogging shoes,7300.0,0,42
1083,petite bra,7850.0,3,287
1084,pintuck blouse,11240.0,2,371
1085,double wrap necklace,3810.0,2,180
1086,jersey tee,10700.0,92,23843
1087,classic shirt,9440.0,135,39801
1088,lace sneakers,15220.0,45,13767
1089,godet skirt,11300.0,3,149
1090,air puff,7380.0,0,19
1091,shearling scarf,3880.0,0,99
1092,high low gown,8080.0,13,217
1093,snakeskin flats,14480.0,1,469
1094,petite wedding dress,11000.0,0,352
1095,chiffon jumpsuit,16280.0,2,124
1096,mens drivers,9820.0,1,1037
1097,crossover blouse,10720.0,1,139
1098,cmt artists of the year,2030.0,0,0
1099,mens square sunglasses,8790.0,0,2312
1100,python clutch,9590.0,13,590
1101,draped sweater,4020.0,9,3353
1102,eyebrow art,8550.0,2,13
1103,layer top,6010.0,19,11967
1104,bow neck blouse,9990.0,1,192
1105,plate necklace,6690.0,3,20631
1106,blue potato chips,9880.0,0,5
1107,mullet skirt,11120.0,0,1
1108,leather romper,8590.0,3,81
1109,madras plaid,11740.0,5,204
1110,checked blazer,6400.0,0,1241
1111,kick flare jeans,11480.0,19,272
1112,mens pocket shirts,4920.0,0,63763
1113,striped dress shirt,9170.0,1,2214
1114,camouflage top,16060.0,15,451
1115,mens bifold,3650.0,0,1255
1116,petite panties,7980.0,0,241
1117,french terry shorts,18880.0,18,267
1118,floral suit,9700.0,19,397
1119,silk coat,11960.0,5,1576
1120,mens tuxedo pants,7090.0,0,498
1121,501 mens jeans,2600.0,0,107
1122,clear pumps,16780.0,0,175
1123,scuba jacket,9010.0,6,210
1124,tie dress,10400.0,104,16079
1125,halter gown,14900.0,33,821
1126,d'orsay pump,19200.0,5,1808
1127,anti-residue shampoo,11180.0,0,17
1128,brightener,10160.0,94,3953
1129,thermal undershirts,5280.0,0,46
1130,brown lace dress,18200.0,0,227
1131,gingham dress shirt,9400.0,0,657
1132,zip front skirt,8860.0,2,8270
1133,soft bag,10000.0,20,11100
1134,satin clutch,14900.0,3,1843
1135,print skirt,16600.0,107,8981
1136,pu fabric,10280.0,0,172
1137,mens velvet blazers,4310.0,0,489
1138,boxy shirt,14300.0,6,794
1139,gray lace dress,17800.0,0,604
1140,mens ceramic watch,9150.0,0,626
1141,waxed denim,10380.0,5,76
1142,blue green dress,12080.0,0,1046
1143,fashion shorts,19800.0,22,968
1144,cargo shirts,11960.0,0,165
1145,raglan pullover,7210.0,2,641
1146,levis mens shirts,7860.0,0,351
1147,mens woven belt,8700.0,0,1551
1148,petite bras,12500.0,1,287
1149,fisherman sandal,23300.0,4,284
1150,mens bermuda shorts,23200.0,0,10157
1151,cheetah sweater,5380.0,0,38
1152,new beauty test tube,12260.0,0,42
1153,evening scarf,8460.0,0,292
1154,mens regular fit jeans,5700.0,0,3699
1155,flutter sleeve top,21100.0,10,1116
1156,mens stainless steel necklaces,6120.0,0,1341
1157,double knit fabric,14000.0,0,770
1158,mens weekender,5130.0,0,5228
1159,jacquard jacket,12560.0,42,2233
1160,off the shoulder gown,10860.0,13,544
1161,chain boots,7990.0,3,515
1162,goldenglobe,3330.0,22,0
1163,crystal sandals,23900.0,15,2295
1164,neoprene top,14600.0,2,194
1165,pear earrings,7390.0,0,2160
1166,mesh booties,11580.0,4,100
1167,twill shorts,28700.0,12,1379
1168,bordeaux dress,8030.0,7,164
1169,tassel handbag,12580.0,4,5264
1170,silver lace dress,12100.0,5,522
1171,athletic boots,7820.0,0,1203
1172,mens trucker jacket,6030.0,0,149
1173,mens levis shirt,5070.0,0,360
1174,jeweled flats,9540.0,3,232
1175,worker shirt,13760.0,8,155
1176,reversible coat,6440.0,8,424
1177,print top,12980.0,139,47178
1178,striped shorts,24900.0,32,1942
1179,two tone dress,26600.0,10,8399
1180,espadrille sandals,29960.0,53,2761
1181,mens steel watch,8470.0,0,33790
1182,watercolor print,7840.0,30,1012
1183,knit bag,7580.0,1,256
1184,cocoon jacket,8440.0,2,102
1185,lace coat,14600.0,0,303
1186,a line midi dress,9190.0,5,2925
1187,slouchy pants,14480.0,15,707
1188,white gold cufflinks,7120.0,0,79
1189,quilted booties,4130.0,0,68
1190,mens wingtips,9270.0,0,1569
1191,delicate earrings,6750.0,16,2438
1192,brocade coat,10010.0,1,68
1193,scalloped flats,11380.0,7,505
1194,shearling booties,4030.0,0,121
1195,romantic dress,17000.0,36,2257
1196,skin luminizer,12880.0,0,1732
1197,competition swimsuit,12680.0,1,64
1198,sport sandal,27000.0,10,1109
1199,pleated shorts,23400.0,7,2108
1200,mens suede belt,6350.0,0,553
1201,peplum cardigan,10130.0,0,57
1202,dagger earrings,7690.0,2,95
1203,boho braid,14000.0,31,25
1204,phillip lim boots,4390.0,0,106
1205,light coverage foundation,9320.0,0,775
1206,graphic print,14000.0,80,8664
1207,mens silicone watch,6570.0,0,3927
1208,the shag,12800.0,14,7128
1209,fruit chips,14600.0,3,40
1210,academy of country music awards,39760.0,187,0
1211,hipster briefs,8250.0,0,408
1212,eyelet top,18620.0,64,1586
1213,mens softball,17600.0,0,61
1214,mens jogging shorts,15760.0,0,54
1215,knit romper,6690.0,6,235
1216,dark undereye circles,5750.0,5,89
1217,peplum gown,9440.0,3,173
1218,mens linen jacket,26000.0,0,619
1219,mens smoking slippers,6460.0,0,11
1220,one shoulder gown,13580.0,13,556
1221,cropped skinny jeans,13520.0,13,2845
1222,three finger ring,10160.0,1,274
1223,denim bucket hat,17580.0,0,26
1224,faux fur cowl,3480.0,0,13
1225,color cosmetics,12800.0,25,1248
1226,mens fisherman sandals,28500.0,0,294
1227,metallic belt,12560.0,3,2751
1228,boxy sweater,5880.0,4,919
1229,lavender lace dress,15680.0,0,83
1230,lemon dress,37200.0,8,630
1231,handbag strap,12980.0,2,77779
1232,charcoal face,8710.0,5,130
1233,aactas,1960.0,12,0
1234,sheer sweater,9150.0,2,2318
1235,slit maxi skirt,22280.0,10,540
1236,cargo shirt,13880.0,2,165
1237,suede sandals,24380.0,141,17755
1238,french terry sweatshirt,8530.0,0,574
1239,navajo print,9580.0,6,64
1240,straight leg trousers,12380.0,0,39241
1241,flannel sleepshirt,3170.0,0,27
1242,glass bracelet,9120.0,2,2751
1243,sweater nail art,3640.0,0,1
1244,quilted sneakers,7540.0,1,309
1245,gray diamond,8420.0,2,618
1246,faux leather booties,6560.0,0,319
1247,perfume soap,5530.0,2,149
1248,mens denim pants,7510.0,0,1200
1249,faux leather crossbody  bag,10030.0,0,1684
1250,canvas flats,25000.0,2,2193
1251,travel gift set,5870.0,1,116
1252,d-frame,14900.0,0,40917
1253,pave hoop earrings,7000.0,4,1407
1254,cuticle treatment,7820.0,0,147
1255,brush gift set,2310.0,0,60
1256,cotton tie,14900.0,9,1284
1257,mens levis shirts,6260.0,0,360
1258,python bag,16400.0,8,2571
1259,shearling moto jacket,5670.0,1,57
1260,cap sleeve top,20200.0,4,3780
1261,button front shirt,13880.0,28,48587
1262,harem shorts,37200.0,0,12
1263,ankle wrap sandals,26720.0,32,3750
1264,maternity maxi skirt,35600.0,0,190
1265,lace sandals,29900.0,233,5420
1266,ee cream,21600.0,1,11
1267,seersucker shorts,47600.0,3,160
1268,full eyebrows,11180.0,6,13
1269,mens suit pants,11900.0,0,5218
1270,cropped flare jeans,11890.0,14,491
1271,mens straight jeans,7650.0,0,13113
1272,crossover sweater,6820.0,0,160
1273,chanel haute couture,20900.0,25,19
1274,print jeans,13580.0,14,1369
1275,plum lace dress,12180.0,0,101
1276,floral print top,10680.0,29,5772
1277,lip contour,8530.0,55,435
1278,platinum cufflinks,10820.0,0,30
1279,radxa rock,18800.0,0,0
1280,coated denim,10080.0,8,850
1281,leather bucket hat,15500.0,0,20
1282,crystal bib necklace,12820.0,2,456
1283,gold tone bracelet,8260.0,2,12859
1284,patterned shirts,12380.0,9,15862
1285,mint lace dress,31500.0,7,283
1286,50 50 boots,7090.0,0,209
1287,petite blouse,13580.0,6,1058
1288,delicate bracelet,7050.0,3,1837
1289,gold tone necklace,10580.0,2,10287
1290,fringe bucket bag,11990.0,18,408
1291,performance hoodie,8420.0,1,357
1292,taffeta gown,8170.0,4,169
1293,flounce dress,15500.0,34,1471
1294,black boyfriend cardigan,9830.0,0,32
1295,performance fleece,5940.0,4,461
1296,houndstooth suit,10980.0,2,176
1297,sagawards,2080.0,51,0
1298,pleated top,15980.0,33,11522
1299,ruffle coat,9410.0,0,132
1300,corset belts,12860.0,0,49
1301,mens trilby hat,18300.0,0,135
1302,velvet flats,7870.0,2,478
1303,chain shoulder bag,11080.0,4,8424
1304,mens platinum rings,9700.0,0,129
1305,beauty vitamins,5850.0,4,17179
1306,stripe leggings,13740.0,9,272
1307,crystal cufflinks,16100.0,4,170
1308,metallic bag,14480.0,12,19611
1309,peach lace dress,20300.0,0,180
1310,shearling shoes,4630.0,0,1626
1311,reversible scarf,5180.0,1,189
1312,lace trousers,14060.0,5,2130
1313,leopard sandals,49100.0,4,930
1314,hairy lips,12800.0,0,1
1315,babydoll sweater,5670.0,0,27
1316,capri yoga leggings,6690.0,0,216
1317,denim sneakers,15200.0,18,771
1318,shearling ankle boots,4290.0,0,310
1319,double slit maxi skirt,33900.0,1,38
1320,womens business suit,14000.0,0,204
1321,spread collar dress shirt,11560.0,15,4868
1322,suede tote,11480.0,15,1591
1323,zip tote,9900.0,16,12074
1324,animal print jacket,10590.0,0,181
1325,high rise flare jeans,15080.0,1,894
1326,mens panama hat,31800.0,0,220
1327,gunmetal necklace,8540.0,0,528
1328,her fashion box,38800.0,2,386
1329,maternity pencil skirt,17000.0,0,335
1330,mermaid waves,15200.0,9,13
1331,embellished clutch,11260.0,14,1340
1332,wedgie jeans,2050.0,11,10
1333,lucite necklace,13160.0,2,270
1334,mens drop crotch pants,11500.0,0,519
1335,rectangle glasses,11240.0,0,817
1336,canvas hat,19700.0,6,438
1337,metallic booties,5990.0,4,321
1338,mens sterling silver earrings,6520.0,0,85
1339,floral coat,14620.0,17,469
1340,studded sneakers,13700.0,7,810
1341,cma music festival,87600.0,5,0
1342,mens sterling silver necklaces,7850.0,0,423
